offset	lemma	field	semcor	zipf	why	nearest	flags	gloss
00623862	trouble	act	26	4.79	semcor	labor	word present in another sense	"an effort that is inconvenient; ""I went to a lot of trouble""; ""he won without any trouble"""
08286163	university	group	20	5.39	semcor	group	word present in another sense	the body of faculty and students at a university
15213774	December	time	23	5.07	semcor	calendar-month		the last (12th) month of the year
11499284	radiation	phenomenon	31	4.27	semcor	physical-phenomenon	word present in another sense	energy that is radiated or transmitted in the form of rays or waves or particles
10256756	liberal	person	27	4.66	semcor	adult		a person who favors a political philosophy of progress and reform and the protection of ci
00063652	success	act	23	5.06	semcor	accomplishment	word present in another sense	"an attainment that is successful; ""his success in the marathon was unexpected""; ""his new p"
05983654	will	cognition	9	6.45	semcor	purpose	word present in another sense	"a fixed and persistent intent or purpose; ""where there's a will there's a way"""
05808794	reading	cognition	22	5.14	semcor	cognition		"the cognitive process of understanding a written linguistic message; ""his main reading was"
09335240	land	object	21	5.22	semcor	physical-object	word present in another sense	material in the top layer of the surface of the earth in which plants can grow (especially
08161757	Congress	group	24	4.9	semcor	legislature	word present in another sense	the legislature of the United States government
07965085	body	group	19	5.4	semcor	group	word present in another sense	a group of persons associated by some common tie or occupation and regarded as an entity; 
08365855	communism	group	35	3.8	semcor	economic-system		a form of socialism that abolishes private ownership
05196375	control	attribute	19	5.4	semcor	attribute	word present in another sense	"power to direct or determine; ""under control"""
05551318	side	body	18	5.5	semcor	body-part	word present in another sense	"either the left or right half of a body; ""he had a pain in his side"""
05809745	tradition	cognition	28	4.5	semcor	cognition		an inherited pattern of thought or action
07288215	time	event	10	6.29	semcor	event	word present in another sense	"a person's experience on a particular occasion; ""he had a time holding back the tears""; ""t"
08573472	front	location	20	5.28	semcor	side	word present in another sense	the side that is forward or prominent
08166552	nation	group	24	4.88	semcor	people	word present in another sense	"the people who live in a nation or country; ""a statement that sums up the nation's mood""; "
05192451	interest	attribute	21	5.17	semcor	attribute	word present in another sense	the power of attracting or holding one's attention (because it is unusual or exciting etc.
02746365	artillery	artifact	33	3.96	semcor	artifact	word present in another sense	large but transportable armament
07183151	controversy	communication	30	4.26	semcor	dispute	word present in another sense	"a contentious speech act; a dispute where there is strong disagreement; ""they were involve"
15212739	September	time	21	5.15	semcor	calendar-month		the month following August and preceding October
00191142	change	act	17	5.54	semcor	act	word present in another sense	"the action of changing something; ""the change of government had no impact on the economy"";"
08569777	field	location	20	5.24	semcor	region	word present in another sense	somewhere (away from a studio or office or library or laboratory) where practical work is 
07511733	hope	feeling	18	5.44	semcor	anticipation	word present in another sense	"a specific instance of feeling hopeful; ""it revived their hope of winning the pennant"""
11458624	force	phenomenon	20	5.23	semcor	physical-phenomenon	word present in another sense	"(physics) the influence that produces a change in a physical quantity; ""force equals mass "
05159725	good	attribute	11	6.12	semcor	asset	word present in another sense	"benefit; ""for your own good""; ""what's the good of worrying?"""
00312691	way	act	12	6.01	semcor	journey	word present in another sense	"a journey or passage; ""they are on the way"""
06598915	message	communication	22	5.0	semcor	information	word present in another sense	what a communication that is about something is about
06947032	English	communication	20	5.19	semcor	natural-language		an Indo-European language belonging to the West Germanic branch; the official language of 
05837957	judgment	cognition	29	4.28	semcor	belief	word present in another sense	"an opinion formed by judging something; ""he was reluctant to make his judgment known""; ""sh"
05867413	part	cognition	14	5.78	semcor	concept	word present in another sense	one of the portions into which something is regarded as divided and which together constit
13961642	animation	state	30	4.18	semcor	state	word present in another sense	"the condition of living or the state of being alive; ""while there's life there's hope""; ""l"
00161243	choice	act	21	5.08	semcor	act	word present in another sense	"the act of choosing or selecting; ""your choice of colors was unfortunate""; ""you can take y"
07356676	increase	event	21	5.08	semcor	change	word present in another sense	"a change resulting in an increase; ""the increase is scheduled for next month"""
15119919	now	time	10	6.18	semcor	nowadays		"the momentary present; ""Now is a good time to do it""; ""it worked up to right now"""
05616246	ability	cognition	22	4.96	semcor	cognition	word present in another sense	possession of the qualities (especially mental qualities) required to do something or get 
