# label	GPT path — kinds WordNet has no noun for
bath caddy	home & garden > bathroom accessories > bath caddy
bath pillow	home & garden > bathroom accessories > bath pillow
bath seat	toddler > baby bathing > bath seat
bath sponge	health & beauty > personal care > cosmetics > bath & body > bath sponge
bath toy	toys & games > toy > bath toy
bath toy	toys & games > toy > bath toy
bath toy	toys & games > toy > bath toy
bathroom accessories	home & garden > bathroom accessories
bathroom accessory mount	home & garden > bathroom accessories > bathroom accessory mount
bathroom accessory set	home & garden > bathroom accessories > bathroom accessory set
bathroom furniture set	furniture > furniture set > bathroom furniture set
bathroom sink	hardware > plumbing > plumbing fixtures > sink > bathroom sink
bathroom suite	hardware > plumbing > plumbing fixtures > bathroom suite
bathroom vanity	furniture > cabinets & storage > vanity > bathroom vanity
bathtub accessories	hardware > plumbing > plumbing fixture hardware & parts > bathtub accessories
bathtub base	hardware > plumbing > plumbing fixture hardware & parts > bathtub accessories > bathtub base
bathtub skirt	hardware > plumbing > plumbing fixture hardware & parts > bathtub accessories > bathtub skirt
bathtub spout	hardware > plumbing > plumbing fixture hardware & parts > bathtub accessories > bathtub spout
battery accessories	electronics > electronics accessories > power > battery accessories
battery accessories	electronics > electronics accessories > power > battery accessories
battery charge controller	electronics > electronics accessories > power > battery accessories > battery charge controller
battery charge controller	electronics > electronics accessories > power > battery accessories > battery charge controller
battery holder	electronics > electronics accessories > power > battery accessories > battery holder
battery holder	electronics > electronics accessories > power > battery accessories > battery holder
battle top	toys & games > game > battle top
battle top	toys & games > game > battle top
battle top accessories	toys & games > game > battle top accessories
battle top accessories	toys & games > game > battle top accessories
beach	toys & games > toy > beach   [WordNet has only non-goods senses]
beach	toys & games > toy > beach   [WordNet has only non-goods senses]
beach	toys & games > toy > beach   [WordNet has only non-goods senses]
beach mat	home & garden > lawn & garden > outdoor living > outdoor blanket > beach mat
beading cord	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting fiber > beading cord
beading pattern	arts & entertainment > hobbies & creative arts > arts & crafts > crafting patterns & molds > beading pattern
beading wire	arts & entertainment > hobbies & creative arts > arts & crafts > art & crafting materials > crafting wire > beading wire
bean bag chair	furniture > chair > bean bag chair
bean bag chair	furniture > chair > bean bag chair
bean bag chair	furniture > chair > bean bag chair
bean bag chair	furniture > chair > bean bag chair
bean paste	food, beverages & tobacco > food item > ingredient > bean paste
beauty	beauty   [WordNet has only non-goods senses]
bed canopy	home & garden > linens & bedding > bedding > bed canopy
bed canopy	home & garden > linens & bedding > bedding > bed canopy
bed frame	furniture > beds & accessories > bed frame
bed pan	health & beauty > health care > bed pan
bedroom furniture set	furniture > furniture set > bedroom furniture set
bedroom vanity	furniture > cabinets & storage > vanity > bedroom vanity
bedskirt	home & garden > linens & bedding > bedding > bedskirt
bedskirt	home & garden > linens & bedding > bedding > bedskirt
beer dispenser	home & garden > kitchen & dining > barware > beer dispenser
beer glasses	home & garden > kitchen & dining > tableware > drinkware > beer glasses
beer pong	arts & entertainment > party & celebration > party supplies > drinking game > beer pong
beer pong table	arts & entertainment > party & celebration > party supplies > drinking game > beer pong > beer pong table
beet greens	food, beverages & tobacco > food item > vegetable > greens > beet greens
beet greens	food, beverages & tobacco > food item > vegetable > greens > beet greens
beet greens	food, beverages & tobacco > food item > vegetable > greens > beet greens
belay device	sporting goods > outdoor recreation > climbing > belay device
bench scraper	home & garden > kitchen & dining > kitchen tools & utensils > kitchen scraper > bench scraper
beverage carrier	home & garden > kitchen & dining > beverage carrier
beverage dispenser	home & garden > kitchen & dining > kitchen tools & utensils > beverage dispenser
beverage label	home & garden > kitchen & dining > food storage accessories > beverage label
beverage tub	home & garden > kitchen & dining > barware > beverage tub
beverage warmer	home & garden > kitchen & dining > kitchen appliance > beverage warmer
bicycle accessories	sporting goods > outdoor recreation > cycling > bicycle accessories
bicycle activewear	apparel & accessories > clothing > activewear > bicycle activewear
bicycle bag	sporting goods > outdoor recreation > cycling > bicycle accessories > bicycle bag
bicycle basket	sporting goods > outdoor recreation > cycling > bicycle accessories > bicycle basket
bicycle bell	sporting goods > outdoor recreation > cycling > bicycle accessories > bicycle bell
bicycle bib	apparel & accessories > clothing > activewear > bicycle activewear > bicycle bib
bicycle bottom bracket	sporting goods > outdoor recreation > cycling > bicycle part > bicycle drivetrain part > bicycle bottom bracket
bicycle brake caliper	sporting goods > outdoor recreation > cycling > bicycle part > bicycle brake part > bicycle brake caliper
bicycle brake lever	sporting goods > outdoor recreation > cycling > bicycle part > bicycle brake part > bicycle brake lever
bicycle brake part	sporting goods > outdoor recreation > cycling > bicycle part > bicycle brake part
bicycle brake rotor	sporting goods > outdoor recreation > cycling > bicycle part > bicycle brake part > bicycle brake rotor
