name	wordnet	sumo	sumo_rel	schemaorg	yago	wikidata	opencyc	bfo	dolce	dul	gloss	origin
bank	09213565	RiverBank	=		Bank		Mx4rqKcF-iTVQdefD8zuIYgMZQ				"sloping land (especially the slope beside a body of water); ""they pulled the canoe up on t"	base
bank-check	13381734	Check	=			Q80042					"a written order directing a bank to pay money; ""he paid all his bills by check"""	base
bankruptcy	01186397	RegulatoryProcess	+				Mx4rx-XW1nS8EdaAAACgyZzFrg				a legal process intended to insure equality among the creditors of a corporation declared 	base
banner	02788021	Fabric	+		Banner						long strip of cloth or paper used for decoration or advertising	base
banquet	08253640	Meeting	+			Q626066	Mx4rq1dx7FxXEdqAAAACs71DGQ				a ceremonial dinner party for many people	base
bar	02788689	Metal	+		Bar						"a rigid piece of metal or wood; usually used as a fastening or obstruction or weapon; ""the"	base
bargain	06771159	Agreement	+				Mx4rVxAb6kPxQdmVXaHI2HF6WQ				an agreement between parties (usually arrived at after discussion) fixing obligations of e	base
bark	13162297	BodyPart	+			Q184453	Mx4rvV7CdJwpEbGdrcN5Y29ycA				tough protective covering of the woody stems and roots of trees and other woody plants	base
baron	09840217	BusinessPerson	+		Baron	Q911554	Mx4rwNcrupwpEbGdrcN5Y29ycA				"a very wealthy or powerful businessman; ""an oil baron"""	base
barrel	02795169	Cask	=			Q10289	Mx4rwP4DlJwpEbGdrcN5Y29ycA				a cylindrical container that holds liquids	base
barrel-shape	13901211	ShapeAttribute	+								a bulging cylindrical shape; hollow with flat ends	base
barrier	09214581	Barrier	=								anything serving to maintain separation by obstructing vision or access	base
barroom	02796995	Tavern	+			Q147268					"a room or establishment where alcoholic drinks are served over a counter; ""he drowned his "	base
barter	01109687	Transaction	+			Q484830	Mx4rvViy4JwpEbGdrcN5Y29ycA				"an equal exchange; ""we had no money so we had to live by barter"""	base
barycenter	08523064	Region	+		Barycenter	Q809690					(astronomy) the common center of mass around which two or more bodies revolve	physics
baryon	09215023	SubatomicParticle	+			Q159731					any of the elementary particles having a mass equal to or greater than that of a proton an	physics
base	02797692	EngineeringComponent	+			Q683906					"a support or foundation; ""the base of the lamp"""	base
baseball	00471613	Baseball	=				Mx4rvViKuJwpEbGdrcN5Y29ycA				a ball game played with a bat and ball between two teams of nine players; teams take turns	base
basement	02800497	Basement	+		Basement	Q234852					the lowermost portion of a structure partly or wholly below ground level; often used for s	base
basis	05793554	Proposition	+				Mx4razP5lB7QQdiFcpsxpJ2QiQ				the fundamental assumptions from which something is begun or developed or calculated or ex	base
basket	02801938	Container	+		Basket	Q201097	Mx4rwQrno5wpEbGdrcN5Y29ycA				a container that is usually woven and has handles	base
basketball	00480993	Basketball	=			Q5372	Mx4rvVjym5wpEbGdrcN5Y29ycA				a game played on a court by two opposing teams of 5 players; points are scored by throwing	base
bat	02139199	Mammal	+			Q28425					nocturnal mouselike mammal with forelimbs modified to form membranous wings and anatomical	base
batch	13774404	SubjectiveAssessmentAttribute	+								"(often followed by `of') a large number or amount or extent; ""a batch of letters""; ""a deal"	base
bathroom	02807731	Bathroom	=			Q190771	Mx4rj_TbOCmDQdecrvhdjRWehQ				a room (as in a residence) containing a bathtub or shower and usually a washbasin and toil	base
bathtub	02808440	BathTub	=			Q152095	Mx4rvVibtpwpEbGdrcN5Y29ycA				a relatively large open container that you fill with water and use to wash the body	base
battery	00768203	ViolentContest	+			Q267298	Mx4rvVicrpwpEbGdrcN5Y29ycA				an assault in which the assailant makes physical contact	base
battle	00953559	Battle	=		Battle	Q178561					"a hostile meeting of opposing military forces in the course of a war; ""Grant won a decisiv"	base
battlefield	08506641	MilitaryFront	+		Battlefield	Q4895508	Mx4rI67BIqUgQdiGzOBoxWmzTA				"a region where a battle is being (or has been) fought; ""they made a tour of Civil War batt"	base
battlefront	08573674	MilitaryFront	+			Q842332					the line along which opposing armies face each other	base
bay	09215664	Bay	=		Bay	Q9258947	Mx4rvVi1YJwpEbGdrcN5Y29ycA				an indentation of a shoreline larger than a cove but smaller than a gulf	base
beach	09217230	ShoreArea	=	schema:Beach	Beach	Q40080	Mx4rvVjvKZwpEbGdrcN5Y29ycA				an area of sand sloping down to the water of a sea or lake	base
beak	01758308	BodyPart	+			Q31528					horny projecting mouth of a bird	base
beam	02815950	BoardOrBlock	+			Q3705329	Mx4rvViQJpwpEbGdrcN5Y29ycA				long thick piece of wood or metal or concrete, etc., used in construction	base
beam-of-light	11428023	RadiatingLight	+								a column of light (as from a beacon)	base
bean	07724943	Bean	=			Q379813					any of various edible seeds of plants of the family Leguminosae used for food	base
bear	02131653	Bear	=			Q30090244					massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong cl	base
beard	05261566	FacialHair	+			Q42804	Mx4rvViDgZwpEbGdrcN5Y29ycA				the hair growing on the lower part of a man's face	base
bearing	04910377	TraitAttribute	+								dignified manner or conduct	base
bed	02818832	Bed	=			Q42177	Mx4rvVjeFJwpEbGdrcN5Y29ycA				"a piece of furniture that provides a place to sleep; ""he sat on the edge of the bed""; ""the"	base
bedroom	02821627	Bedroom	+			Q193837	Mx4rvVjQqZwpEbGdrcN5Y29ycA				a room used primarily for sleeping	base
bee	02206856	Bee	=			Q102857	Mx4rvVkHLZwpEbGdrcN5Y29ycA				any of numerous hairy-bodied insects including social and solitary species	base
beef	07663592	Beef	=			Q192628					meat from an adult domestic bovine	base
beer	07886849	Beer	=		Beer	Q44	Mx4rvVjRpZwpEbGdrcN5Y29ycA				a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals)	base
beginning	05868051	Entity	+								"the first part or section of something; ""`It was a dark and stormy night' is a hackneyed b"	base
behavior	01220984	BodyMotion	+		Behavior						manner of acting or controlling yourself	base
belief	05941423	Proposition	+		Belief						any cognitive content held as true	base
belongings	13244109	Attribute	+								"something owned; any tangible or intangible possession that is owned by someone; ""that hat"	base
beloved	09849598	Human	+								a beloved person; used as terms of endearment	base
belt	02827606	Belt	+			Q134560					a band to tie or buckle around the body (usually at the waist)	base
bench	02828884	Seat	+			Q204776					a long seat for more than one person	base
bend	02829696	Transitway	+			Q671288	Mx4ruPw7jCTVQdeI1qUMHt4iEw				curved segment (of a road or river or railroad track etc.)	base
beneficiary	09850121	SocialRole	+				Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvsaaeJwpEbGdrcN5Y29ycB4rvViQ5ZwpEbGdrcN5Y29ycB4rvViADZwpEbGdrcN5Y29ycA				the recipient of funds or other benefits	base
benefit	05142641	SubjectiveAssessmentAttribute	+								"something that aids or promotes well-being; ""for the benefit of all"""	base
benefit-performance	06892534	Performance	+								a performance to raise money for a charitable cause	base
berry	07742704	FruitOrVegetable	+			Q16128920					any of numerous small and pulpy edible fruits; used as desserts or in making jams and jell	base
bet	00506658	Betting	=								"the act of gambling; ""he did it on a bet"""	base
betrothal	07228211	Committing	+			Q157512	Mx4rvVkFYJwpEbGdrcN5Y29ycA				a mutual promise to marry	base
bias	06201908	IntentionalRelation	+								a partiality that prevents objective consideration of an issue or situation	base
bible	06431740	ChristianBible	+			Q1845	Mx4rvfMBiZwpEbGdrcN5Y29ycA				"the sacred writings of the Christian religions; ""he went to carry the Word to the heathen"""	base
bicycle	02834778	Bicycle	=		Bicycle	Q11442	Mx4rvVjo0JwpEbGdrcN5Y29ycA				a wheeled vehicle that has two wheels and is moved by foot pedals	base
bid	07168131	Ordering	=								an authoritative direction or instruction to do something	base
bill	13393762	CurrencyBill	+			Q47433					"a piece of paper money (especially one issued by a central bank); ""he peeled off five one-"	base
bin	02839910	Container	+								a container; usually has a lid	base
biography	06515827	Biography	+		Biography	Q36279					an account of the series of events making up a person's life	base
biology	06037666	Biology	@			Q420					the science that studies living organisms	base
biota	07993109	Organism	+								all the plant and animal life of a particular region	base
bird	01503061	Bird	=			Q5113	Mx4rvVi8SJwpEbGdrcN5Y29ycA				warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wi	base
birdcall	06796642	AnimalLanguage	+			Q1126556					"the characteristic sound produced by a bird; ""a bird will not learn its song unless it hea"	base
birth	07320302	Birth	=			Q14819852	Mx4rvVizDJwpEbGdrcN5Y29ycA				"the event of being born; ""they celebrated the birth of their first child"""	base
birthday	15250178	Day	+		Birthday	Q47223					an anniversary of the day on which a person was born (or the celebration of it)	base
bishop	09857200	Bishop	=		Bishop	Q29182					a senior member of the Christian clergy having spiritual and administrative authority; app	base
bit	09222051	Object	+			Q830004					"a small fragment of something broken off from the whole; ""a bit of rock caught him in the "	base
bite	07577374	Meal	+			Q96748570					a light informal meal	base
blackmail	00784598	CriminalAction	+			Q34284	Mx4rwJvJepwpEbGdrcN5Y29ycA				extortion of money by threats to divulge discrediting information	base
blade	02848216	Blade	=				Mx4rvVjLipwpEbGdrcN5Y29ycA				the flat part of a tool or weapon that (usually) has a cutting edge	base
blanket	02849154	Blanket	+			Q1762457	Mx4rvVjTspwpEbGdrcN5Y29ycA				"bedding that keeps a person warm in bed; ""he pulled the covers over his head and went to s"	base
blast	07408171	Motion	+								an explosion (as of dynamite)	base
blessing	01215392	Helping	+				Mx4rGcLIBDAHQdiIo_4bdZWqgw				"the formal act of approving; ""he gave the project his blessing""; ""his decision merited the"	base
blink-of-an-eye	15247110	SubjectiveAssessmentAttribute	+								"a very short time (as the time it takes the eye to blink or the heart to beat); ""if I had "	base
block	08642145	CityBlock	+			Q1348006	Mx4rwwfziB5sQdeF8uYL1bPzcw				a rectangular area in a city surrounded by streets and usually containing several building	base
blood	05399847	Blood	=			Q7873	Mx4rvVjI8JwpEbGdrcN5Y29ycA				the fluid (red in vertebrates) that is pumped through the body by the heart and contains p	base
bloodshed	00221178	Killing	+				Mx4r7aWypub8R_-Xa9XHTcIuMQ				"the shedding of blood resulting in murder; ""he avenged the bloodshed of his kinsmen"""	base
blow	01173038	Impacting	=								"a powerful stroke with the fist or a weapon; ""a blow on the head"""	base
blue	04968895	Blue	+			Q1088	Mx4rSZ2UjHS_EdaAAACgyZzFrg				"blue color or pigment; resembling the color of the clear sky in the daytime; ""he had eyes "	base
board	02857023	Device	+			Q123421533					"a flat portable surface (usually rectangular) designed for board games; ""he got out the bo"	base
board-of-directors	08322981	OrganizationalBoard	=		Board_of_directors	Q188628	Mx4rvVkI1ZwpEbGdrcN5Y29ycA				"a committee having supervisory powers; ""the board has seven members"""	base
boat	02858304	WaterVehicle	=		Boat	Q35872	Mx4rIDj6hi6jEdqAAAACs71DGQ				a small vessel for travel on water	base
body	05216365	Animal	=								"the entire structure of an organism (an animal, plant, or human being); ""he felt as if his"	base
body-of-water	09225146	WaterArea	=	schema:BodyOfWater	BodyOfWater		Mx4rvViE_JwpEbGdrcN5Y29ycA				"the part of the earth's surface covered with water (such as a river or lake or ocean); ""th"	base
body-part	05220461	BodyPart	=				Mx4rvViAHJwpEbGdrcN5Y29ycA				any part of an organism such as an organ or extremity	base
bohr-theory	06103422	Proposition	+								(physics) a theory of atomic structure that combined Rutherford's model with the quantum t	physics
boldness	04838210	TraitAttribute	+								"impudent aggressiveness; ""I couldn't believe her boldness""; ""he had the effrontery to ques"	base
bolt	02865665	Bolt	=			Q1147806	Mx4rvVjxrJwpEbGdrcN5Y29ycA				a screw that screws into a nut to form a fastener	base
bomb	02866578	Bomb	+		Bomb	Q127197	Mx4rwQriRZwpEbGdrcN5Y29ycA				an explosive device fused to explode under specific conditions	base
