name	wordnet	sumo	sumo_rel	schemaorg	yago	wikidata	gpt	opencyc	bfo	dolce	dul	gloss	origin
atom	14619225	Atom	=			Q9121		Mx4rvViR75wpEbGdrcN5Y29ycA				(physics and chemistry) the smallest component of an element having the chemical propertie	base
attachment	02755244	Artifact	+					Mx4rvWOV6JwpEbGdrcN5Y29ycA				a supplementary part or accessory	base
attack	00972621	Attack	=									"(military) an offensive against an enemy (using weapons); ""the attack began at dawn"""	base
attempt	00786195	IntentionalProcess	+									"earnest and conscientious activity intended to do or accomplish something; ""made an effort"	base
attention	05650579	PsychologicalAttribute	+			Q6501338		Mx4rf3--8LctEdmFRAACs6hRjg				"the faculty or power of mental concentration; ""keeping track of all the details requires y"	base
attitude	06193203	PropositionalAttitude	+									a complex mental state involving beliefs and feelings and values and dispositions to act i	base
attraction	04688246	SubjectiveAssessmentAttribute	+			Q4818701						"the quality of arousing interest; being attractive or something that attracts; ""her person"	base
attractive-force	11426530	Process	+									the force by which one object attracts another	base
attribute	00024264	Attribute	=					Mx4rqs8mVL8bEdmAAAACs6hRjg				an abstraction belonging to or characteristic of an entity	base
auction	00092366	Auctioning	=			Q177923		Mx4rvotkAJwpEbGdrcN5Y29ycA				the public sale of something to the highest bidder	base
auction-bid						Q12819822							economics
auction-theory						Q771334							economics
audience	08221897	Perception	+	schema:Audience		Q211198						"a gathering of spectators or listeners at a (usually public) performance; ""the audience ap"	base
audio	04262678	AudioRecording	=			Q5057302						a recording of acoustic signals	base
audio-amplifier	02756854	Device	+				224	Mx4rvVjXQ5wpEbGdrcN5Y29ycA				an amplifier that increases the amplitude of reproduced sound	base
audited-account	13411157	Investigating	+			Q181487						an inspection of the accounting procedures and records by a trained accountant or CPA	economics
auditor	09823153	Human	+			Q10949665		Mx4rvVjiBJwpEbGdrcN5Y29ycA				a student who attends a course but does not take it for credit	base
auger	02758490	Device	+			Q15093585	1367					hand tool for boring holes	base
augury	07286014	SubjectiveAssessmentAttribute	+			Q1120735						"an event that is experienced as indicating important things to come; ""he hoped it was an a"	base
aunt	09823502	BiologicalAttribute	+			Q41805477						the sister of your father or mother; the wife of your uncle	base
authorities	09824609	SocialRole	+									"(usually plural) persons who exercise (administrative) control over others; ""the authoriti"	base
authority	09824361	Human	+									"an expert whose views are taken as definitive; ""he is an authority on corporate law"""	base
authorized-shares	13342398	PositiveInteger	+									the maximum number of shares authorized under the terms of a corporation's articles of inc	economics
autoclave	02758960	Device	+			Q188223	4116					a device for heating substances above their boiling point; used to manufacture chemicals o	base
automaton	02761392	Device	+			Q11012						a mechanism that can move automatically	base
automobile-horn	02761834	ElectricDevice	+			Q1146163						a device on an automobile for making a warning noise	base
automobile-insurance	13345403	Obligation	+									insurance against loss due to theft or traffic accidents	economics
automobile-loan	13400024	Lending	+									a personal loan to purchase an automobile	economics
autonomy	14001031	Attribute	+									personal independence	base
avant-garde	08465558	Group	+			Q102932						any creative group active in the innovation and application of new concepts and techniques	base
avenue	02763472	StationaryArtifact	+			Q7543083		Mx4r_FvEphlJQdiJV5A37qwXrA				a wide street or thoroughfare	base
average	06021761	Quantity	+		Average							"a statistic describing the location of a distribution; ""it set the norm for American homes"	base
aviation	08067218	FlyingAircraft	+		Aviation	Q765633						the operation of aircraft to provide transportation	base
avocado	07764847	Avocado	=			Q961769	6572					a pear-shaped tropical fruit with green or blackish skin and rich yellowish pulp enclosing	base
avocation	00432689	RecreationOrExercise	+			Q1267055						an auxiliary activity	base
awl	02763714	HandTool	+			Q400406	505315b					a pointed tool for marking surfaces or for punching small holes	base
awning	02763901	Device	+			Q1505189	499907					a canopy made of canvas to shelter people or things from rain or sun	base
ax	02764044	CuttingDevice	+			Q39397	1171	Mx4rvVjZ8JwpEbGdrcN5Y29ycA				an edge tool with a heavy bladed head mounted across a handle	base
axe-head	02764505	EngineeringComponent	+				7369					the cutting head of an ax	base
axis	02764614	EngineeringComponent	+			Q792567		Mx4rvVjqj5wpEbGdrcN5Y29ycA				the center around which something rotates	base
baby	09827683	HumanBaby	=			Q998						"a very young child (birth to 1 year) who has not yet begun to walk or talk; ""the baby bega"	base
background	04921417	PastFn	+									"a person's social heritage: previous experience or training; ""he is a lawyer with a sports"	base
backlog	13368052	Keeping	+			Q2710737						something kept back or saved for future use or a special purpose	base
backpack	02769748	Bag	+			Q1107811	100					a bag carried by a strap on your back or shoulder	base
backtesting						Q798528							economics
bacon	07670433	Bacon	=			Q11106		Mx4rvWKeipwpEbGdrcN5Y29ycA				back and sides of a hog salted and dried or smoked; usually sliced thin and fried	base
bacterium	01348530	Bacterium	=			Q10876		Mx4rvVjU-5wpEbGdrcN5Y29ycA				(microbiology) single-celled or noncellular spherical or spiral or rod-shaped organisms la	base
bad-debt	13398768	SubjectiveAssessmentAttribute	+			Q1365583						a debt that is unlikely to be repaid	economics
badminton-racquet	02772700	Device	+			Q799666	3950a					a light long-handled racket used by badminton players	base
bag	02773838	TravelContainer	+		Bag	Q200814	3337b					"a portable rectangular container for carrying clothes; ""he carried his small bag onto the "	base
bagel	07693725	Bagel	=			Q272502	1573	Mx4rwQCMTZwpEbGdrcN5Y29ycA				(Yiddish) glazed yeast-raised doughnut-shaped roll with hard crust	base
bail	05903445	Procedure	+			Q162351						the legal system that allows an accused person to be temporarily released from custody (us	base
bail-bond	13350976	CurrencyMeasure	+									(criminal law) money that must be forfeited by the bondsman if an accused person fails to 	base
bait	05695232	SubjectiveAssessmentAttribute	+									anything that serves as an enticement	base
bait-and-switch	00091977	Selling	+									a deceptive way of selling that involves advertising a product at a very low price in orde	economics
baker	09833651	OccupationalTrade	+			Q160131		Mx4rvVjlpJwpEbGdrcN5Y29ycA				someone who bakes commercially	economics
bakery	02776631	Bakery	=	schema:Bakery	Bakery	Q274393						a workplace where baked goods (breads and cakes and pastries) are produced or sold	base
baking-chocolate	07602279	Chocolate	+				5776					pure unsweetened chocolate used in baking and icings and sauces and candy	base
baking-soda	14775995	CompoundSubstance	+			Q179731	5774					a white soluble compound (NaHCO3) used in effervescent drinks and in baking powders and as	base
baking-tray	03101796	Device	+									a cooking utensil consisting of a flat rectangular metal sheet used for baking cookies or 	base
balaclava	02776825	Clothing	+			Q211003	1786					a cap that is close-fitting and woolen and covers all of the head but the face	base
balance	13408980	Attribute	+			Q1530280						equality between the totals of the credit and debit sides of an account	base
balance-beam	02777292	Device	+			Q89579852	503763b	Mx4rvVjh35wpEbGdrcN5Y29ycA				a gymnastic apparatus used by women gymnasts	base
balance-sheet						Q46834							economics
balcony	02777734	Balcony	=		Balcony	Q170552						a platform projecting from the wall of a building and surrounded by a balustrade or railin	base
bale	02778456	Artifact	+			Q805183		Mx4rJoe5ICw2QdiVGMwpjkoebQ				a large bundle bound for storage or transport	economics
ball	02778669	Ball	=			Q2356340	7519a					"round object that is hit or thrown or kicked in games; ""the ball travelled 90 mph on his s"	base
ballast	02779845	Object	+				7183a					any heavy material used to stabilize a ship or airship	base
ballcock	02780588	Device	+				1425a					floating ball that controls level in a water tank	base
ballet	00528667	Dancing	+		Ballet	Q41425		Mx4rvYkGtJwpEbGdrcN5Y29ycA				a theatrical representation of a story that is performed to music by trained dancers	base
balloon	02782329	Balloon	=			Q643435	2587	Mx4rvVjsl5wpEbGdrcN5Y29ycA				small thin inflatable rubber bag with narrow neck	base
ballot	06470922	Ballot	=					Mx4rqg-zgDoYQdeOY6ItKBOryg				a document listing the alternatives that is used in voting	base
banana	07753592	Banana	=			Q1849414	6574	Mx8Ngh4rvVipdpwpEbGdrcN5Y29ycB4rvViwXZwpEbGdrcN5Y29ycA				elongated crescent-shaped yellow fruit with soft sweet flesh	base
band	02784732	Fabric	+			Q4902580		Mx4rvgEZGJwpEbGdrcN5Y29ycA				an adornment consisting of a strip of a contrasting color or material	base
band-saw	02786837	Device	+			Q806378	3582					an endless saw consisting of a toothed metal band that is driven around two wheels	base
bandage	02785648	Fabric	+				509b	Mx4rwP1cE5wpEbGdrcN5Y29ycA				a piece of soft material that covers and protects an injured part of the body	base
bandana	02786198	Clothing	+				168a	Mx4rvgHjA5wpEbGdrcN5Y29ycA				large and brightly colored handkerchief; often used as a neckerchief	base
bang	07376257	RadiatingSound	+									a sudden very loud noise	base
bank	09213565	RiverBank	=		Bank			Mx4rqKcF-iTVQdefD8zuIYgMZQ				"sloping land (especially the slope beside a body of water); ""they pulled the canoe up on t"	base
bank-account	13359690	DepositAccount	+	schema:BankAccount		Q676459		Mx4rvVjGx5wpEbGdrcN5Y29ycA				a fund that a customer has entrusted to a bank and from which the customer can make withdr	economics
bank-card	13376426	BankCard	=			Q806806						a credit card issued by a bank	economics
bank-check	13381734	Check	=			Q80042						"a written order directing a bank to pay money; ""he paid all his bills by check"""	base
bank-loan	13374597	Lending	+									a loan made by a bank; to be repaid with interest on or before a fixed date	economics
banking	01100273	FinancialTransaction	+				3680b	Mx4rP9hG5SwaEdiUggAH6RYvSQ				transacting business with a bank; depositing or withdrawing funds or requesting a loan etc	economics
banknote					Banknote	Q47433							economics
bankruptcy	01186397	RegulatoryProcess	+			Q152074		Mx4rx-XW1nS8EdaAAACgyZzFrg				a legal process intended to insure equality among the creditors of a corporation declared 	base
banner	02788021	Fabric	+		Banner		2531					long strip of cloth or paper used for decoration or advertising	base
banquet	08253640	Meeting	+			Q626066		Mx4rq1dx7FxXEdqAAAACs71DGQ				a ceremonial dinner party for many people	base
bar	02788689	Metal	+		Bar							"a rigid piece of metal or wood; usually used as a fastening or obstruction or weapon; ""the"	base
bar-soap	02797455	Soap	+				2503					soap in the form of a bar	base
barbecue-grill	02790669	Device	+			Q461696		Mx4rvVigzJwpEbGdrcN5Y29ycA				a rack to hold meat for cooking over hot charcoal usually out of doors	base
barcode				schema:Barcode		Q856		Mx4rvq3c4pwpEbGdrcN5Y29ycA					economics
bargain	06771159	Agreement	+					Mx4rVxAb6kPxQdmVXaHI2HF6WQ				an agreement between parties (usually arrived at after discussion) fixing obligations of e	base
baritone-horn	02793089	WindInstrument	+				505769b					the second lowest brass wind instrument	base
bark	13162297	BodyPart	+			Q184453		Mx4rvV7CdJwpEbGdrcN5Y29ycA				tough protective covering of the woody stems and roots of trees and other woody plants	base
barley	07803093	BarleyGrain	=			Q61665121	4687					a grain of barley	base
barometer	02794156	PressureMeasuringDevice	+		Barometer	Q79757	3602	Mx4rvXcziZwpEbGdrcN5Y29ycA				an instrument that measures atmospheric pressure	base
baron	09840217	BusinessPerson	+		Baron	Q911554		Mx4rwNcrupwpEbGdrcN5Y29ycA				"a very wealthy or powerful businessman; ""an oil baron"""	base
barrel	02795169	Cask	=			Q10289	8278b	Mx4rwP4DlJwpEbGdrcN5Y29ycA				a cylindrical container that holds liquids	base
